12-month Rolling End Date,Region,PHA Rate
2021-08-14,US,6.572033E-4
2021-08-15,BR,7.343785E-4
2021-08-15,DE,2.4393809E-4
2021-08-15,ID,0.0014143739
2021-08-15,IN,0.0014626274
2021-08-15,JP,3.4735238E-4
2021-08-15,KR,2.319068E-4
2021-08-15,MX,4.7692267E-4
2021-08-15,RU,2.614484E-4
2021-08-15,TR,3.5418896E-4
2021-08-15,US,6.5248E-4
2021-08-16,BR,7.3339144E-4
2021-08-16,DE,2.4350552E-4
2021-08-16,ID,0.0014108317
2021-08-16,IN,0.0014603615
2021-08-16,JP,3.4674056E-4
2021-08-16,KR,2.3111016E-4
2021-08-16,MX,4.7607228E-4
2021-08-16,RU,2.6051915E-4
2021-08-16,TR,3.5418742E-4
2021-08-16,US,6.4938766E-4
2021-08-17,BR,7.296618E-4
2021-08-17,DE,2.429477E-4
2021-08-17,ID,0.0014066274
2021-08-17,IN,0.0014556767
2021-08-17,JP,3.4587836E-4
2021-08-17,KR,2.3698533E-4
2021-08-17,MX,4.7583255E-4
2021-08-17,RU,2.5975663E-4
2021-08-17,TR,3.6439806E-4
2021-08-17,US,6.460696E-4
2021-08-18,BR,7.2285236E-4
2021-08-18,DE,2.4270733E-4
2021-08-18,ID,0.0014027455
2021-08-18,IN,0.0014521701
2021-08-18,JP,3.4538365E-4
2021-08-18,KR,2.3671612E-4
2021-08-18,MX,4.745774E-4
2021-08-18,RU,2.5905523E-4
2021-08-18,TR,3.6468176E-4
2021-08-18,US,6.422911E-4
2021-08-19,BR,7.17515E-4
2021-08-19,DE,2.4217754E-4
2021-08-19,ID,0.0013971281
2021-08-19,IN,0.0014476946
2021-08-19,JP,3.4440868E-4
2021-08-19,KR,2.3581582E-4
2021-08-19,MX,4.7312796E-4
2021-08-19,RU,2.5781663E-4
2021-08-19,TR,3.7430367E-4
2021-08-19,US,6.3603E-4
2021-08-20,BR,7.146504E-4
2021-08-20,DE,2.413075E-4
2021-08-20,ID,0.00139144
2021-08-20,IN,0.0014435769
2021-08-20,JP,3.4217376E-4
2021-08-20,KR,2.3677199E-4
2021-08-20,MX,4.7199582E-4
2021-08-20,RU,2.5777423E-4
2021-08-20,TR,3.7336763E-4
2021-08-20,US,6.2992686E-4
2021-08-21,BR,7.131119E-4
2021-08-21,DE,2.4081119E-4
2021-08-21,ID,0.0013873606
2021-08-21,IN,0.0014416078
2021-08-21,JP,3.3418063E-4
2021-08-21,KR,2.3603562E-4
2021-08-21,MX,4.7171148E-4
2021-08-21,RU,2.5824422E-4
2021-08-21,TR,3.7295083E-4
2021-08-21,US,6.264629E-4
2021-08-22,BR,7.120781E-4
2021-08-22,DE,2.4028207E-4
2021-08-22,ID,0.0013835165
2021-08-22,IN,0.0014382483
2021-08-22,JP,3.3108843E-4
2021-08-22,KR,2.3554424E-4
2021-08-22,MX,4.7137061E-4
2021-08-22,RU,2.5778194E-4
2021-08-22,TR,3.801147E-4
2021-08-22,US,6.239647E-4
2021-08-23,BR,7.105988E-4
2021-08-23,DE,2.397706E-4
2021-08-23,ID,0.0013791423
2021-08-23,IN,0.0014340352
2021-08-23,JP,3.2938994E-4
2021-08-23,KR,2.3833344E-4
2021-08-23,MX,4.705809E-4
2021-08-23,RU,2.5717454E-4
2021-08-23,TR,3.7948578E-4
2021-08-23,US,6.2097673E-4
2021-08-24,BR,7.0864864E-4
2021-08-24,DE,2.3932967E-4
2021-08-24,ID,0.0013740779
2021-08-24,IN,0.0014293074
2021-08-24,JP,3.2795282E-4
2021-08-24,KR,2.4003246E-4
2021-08-24,MX,4.693721E-4
2021-08-24,RU,2.5641764E-4
2021-08-24,TR,3.8285236E-4
2021-08-24,US,6.1855256E-4
2021-08-25,BR,7.070266E-4
2021-08-25,DE,2.3888667E-4
2021-08-25,ID,0.0013693639
2021-08-25,IN,0.0014245529
2021-08-25,JP,3.268945E-4
2021-08-25,KR,2.3933452E-4
2021-08-25,MX,4.689944E-4
2021-08-25,RU,2.5586438E-4
2021-08-25,TR,3.8311846E-4
2021-08-25,US,6.1653904E-4
2021-08-26,BR,7.044014E-4
2021-08-26,DE,2.3856096E-4
2021-08-26,ID,0.0013648848
2021-08-26,IN,0.0014193214
2021-08-26,JP,3.2622722E-4
2021-08-26,KR,2.3860684E-4
2021-08-26,MX,4.6836224E-4
2021-08-26,RU,2.5541903E-4
2021-08-26,TR,3.868674E-4
2021-08-26,US,6.152559E-4
2021-08-27,BR,6.7096035E-4
2021-08-27,DE,2.3928618E-4
2021-08-27,ID,0.0013611296
2021-08-27,IN,0.001414968
2021-08-27,JP,3.258423E-4
2021-08-27,KR,2.3652126E-4
2021-08-27,MX,4.6792303E-4
2021-08-27,RU,2.552196E-4
2021-08-27,TR,3.9767462E-4
2021-08-27,US,6.1476626E-4
2021-08-28,BR,6.358613E-4
2021-08-28,DE,2.3934312E-4
2021-08-28,ID,0.0013582389
2021-08-28,IN,0.0014115417
2021-08-28,JP,3.2586517E-4
2021-08-28,KR,2.3438699E-4
2021-08-28,MX,4.6770409E-4
2021-08-28,RU,2.548371E-4
2021-08-28,TR,3.9905656E-4
2021-08-28,US,6.1469956E-4
2021-08-29,BR,6.2232907E-4
2021-08-29,DE,2.3923004E-4
2021-08-29,ID,0.0013542778
2021-08-29,IN,0.0014077749
2021-08-29,JP,3.2584992E-4
2021-08-29,KR,2.3583577E-4
2021-08-29,MX,4.67367E-4
2021-08-29,RU,2.5416762E-4
2021-08-29,TR,4.0313235E-4
2021-08-29,US,6.1405625E-4
2021-08-30,BR,6.116557E-4
2021-08-30,DE,2.388858E-4
2021-08-30,ID,0.0013505737
2021-08-30,IN,0.0014055619
2021-08-30,JP,3.2493184E-4
2021-08-30,KR,2.34757E-4
2021-08-30,MX,4.6639898E-4
2021-08-30,RU,2.5286846E-4
2021-08-30,TR,4.027111E-4
2021-08-30,US,6.127589E-4
2021-08-31,BR,6.069416E-4
2021-08-31,DE,2.4008499E-4
2021-08-31,ID,0.0013463844
2021-08-31,IN,0.0014011106
2021-08-31,JP,3.245646E-4
2021-08-31,KR,2.374049E-4
2021-08-31,MX,4.6605873E-4
2021-08-31,RU,2.525442E-4
2021-08-31,TR,4.1839026E-4
2021-08-31,US,6.112577E-4
2021-09-01,BR,5.6937075E-4
2021-09-01,DE,2.396001E-4
2021-09-01,ID,0.0013414765
2021-09-01,IN,0.001393638
2021-09-01,JP,3.2392744E-4
2021-09-01,KR,2.3448587E-4
2021-09-01,MX,4.646518E-4
2021-09-01,RU,2.5133288E-4
2021-09-01,TR,4.2101837E-4
2021-09-01,US,6.082143E-4
2021-09-02,BR,5.3213706E-4
2021-09-02,DE,2.3851884E-4
2021-09-02,ID,0.001336991
2021-09-02,IN,0.0013874054
2021-09-02,JP,3.232252E-4
2021-09-02,KR,2.3254845E-4
2021-09-02,MX,4.6305315E-4
2021-09-02,RU,2.5044664E-4
2021-09-02,TR,4.211971E-4
2021-09-02,US,6.025649E-4
2021-09-03,BR,5.2746135E-4
2021-09-03,DE,2.4011817E-4
2021-09-03,ID,0.0013345915
2021-09-03,IN,0.001384532
2021-09-03,JP,3.2071283E-4
2021-09-03,KR,2.3167656E-4
2021-09-03,MX,4.640272E-4
2021-09-03,RU,2.5131227E-4
2021-09-03,TR,4.386528E-4
2021-09-03,US,5.972276E-4
2021-09-04,BR,5.1775575E-4
2021-09-04,DE,2.3960785E-4
2021-09-04,ID,0.0013316714
2021-09-04,IN,0.001379968
2021-09-04,JP,3.1405076E-4
2021-09-04,KR,2.3088614E-4
2021-09-04,MX,4.6352288E-4
2021-09-04,RU,2.50891E-4
2021-09-04,TR,4.384721E-4
2021-09-04,US,5.9427955E-4
2021-09-05,BR,5.111849E-4
2021-09-05,DE,2.392113E-4
2021-09-05,ID,0.0013288679
2021-09-05,IN,0.0013757551
2021-09-05,JP,3.117366E-4
2021-09-05,KR,2.3044115E-4
2021-09-05,MX,4.6308062E-4
2021-09-05,RU,2.5028936E-4
2021-09-05,TR,4.382502E-4
2021-09-05,US,5.918704E-4
2021-09-06,BR,5.087351E-4
2021-09-06,DE,2.395588E-4
2021-09-06,ID,0.0013306502
2021-09-06,IN,0.0013723724
2021-09-06,JP,3.1123144E-4
2021-09-06,KR,2.2981963E-4
2021-09-06,MX,4.625884E-4
2021-09-06,RU,2.5032062E-4
2021-09-06,TR,4.4088234E-4
2021-09-06,US,5.900529E-4
2021-09-07,BR,5.0992216E-4
2021-09-07,DE,2.410865E-4
2021-09-07,ID,0.0013277661
2021-09-07,IN,0.0013684388
2021-09-07,JP,3.10406E-4
2021-09-07,KR,2.290914E-4
2021-09-07,MX,4.6272614E-4
2021-09-07,RU,2.5011826E-4
2021-09-07,TR,4.5523042E-4
2021-09-07,US,5.876942E-4
2021-09-08,BR,5.088548E-4
2021-09-08,DE,2.4164302E-4
2021-09-08,ID,0.0013232958
2021-09-08,IN,0.0013655841
2021-09-08,JP,3.0922284E-4
2021-09-08,KR,2.261127E-4
2021-09-08,MX,4.6186525E-4
2021-09-08,RU,2.4967367E-4
2021-09-08,TR,4.6338447E-4
2021-09-08,US,5.854071E-4
2021-09-09,BR,5.0974375E-4
2021-09-09,DE,2.4299035E-4
2021-09-09,ID,0.0013177083
2021-09-09,IN,0.001363004
2021-09-09,JP,3.0863748E-4
2021-09-09,KR,2.2431239E-4
2021-09-09,MX,4.6168783E-4
2021-09-09,RU,2.5075258E-4
2021-09-09,TR,4.7901412E-4
2021-09-09,US,5.830585E-4
2021-09-10,BR,4.8231016E-4
2021-09-10,DE,2.4442046E-4
2021-09-10,ID,0.0013091888
2021-09-10,IN,0.0013549668
2021-09-10,JP,3.0835872E-4
2021-09-10,KR,2.2315042E-4
2021-09-10,MX,4.6161347E-4
2021-09-10,RU,2.5029064E-4
2021-09-10,TR,4.8692478E-4
2021-09-10,US,5.800308E-4
2021-09-11,BR,4.4469707E-4
2021-09-11,DE,2.4425134E-4
2021-09-11,ID,0.0013030572
2021-09-11,IN,0.0013479852
2021-09-11,JP,3.0837845E-4
2021-09-11,KR,2.2248639E-4
2021-09-11,MX,4.6116379E-4
2021-09-11,RU,2.4980886E-4
2021-09-11,TR,4.865783E-4
2021-09-11,US,5.7727384E-4
2021-09-12,BR,4.311567E-4
2021-09-12,DE,2.4396428E-4
2021-09-12,ID,0.0012980218
2021-09-12,IN,0.0013422878
2021-09-12,JP,3.0823206E-4
2021-09-12,KR,2.2192388E-4
2021-09-12,MX,4.606208E-4
2021-09-12,RU,2.4949794E-4
2021-09-12,TR,4.8653386E-4
2021-09-12,US,5.734539E-4
2021-09-13,BR,4.2128275E-4
2021-09-13,DE,2.434388E-4
2021-09-13,ID,0.0012924043
2021-09-13,IN,0.0013360991
2021-09-13,JP,3.0761267E-4
2021-09-13,KR,2.2125358E-4
2021-09-13,MX,4.5941368E-4
2021-09-13,RU,2.4892308E-4
2021-09-13,TR,4.8852235E-4
2021-09-13,US,5.702604E-4
2021-09-14,BR,4.1451518E-4
2021-09-14,DE,2.4296273E-4
2021-09-14,ID,0.0012860674
2021-09-14,IN,0.0013298847
2021-09-14,JP,3.067294E-4
2021-09-14,KR,2.2203538E-4
2021-09-14,MX,4.579995E-4
2021-09-14,RU,2.4887067E-4
2021-09-14,TR,4.875855E-4
2021-09-14,US,5.647088E-4
2021-09-15,BR,4.1520808E-4
2021-09-15,DE,2.4491138E-4
2021-09-15,ID,0.0012808148
2021-09-15,IN,0.0013253558
2021-09-15,JP,3.0700405E-4
2021-09-15,KR,2.2412717E-4
2021-09-15,MX,4.5871641E-4
2021-09-15,RU,2.489296E-4
2021-09-15,TR,5.0084724E-4
2021-09-15,US,5.591147E-4
2021-09-16,BR,4.1090825E-4
2021-09-16,DE,2.4405635E-4
2021-09-16,ID,0.0012745907
2021-09-16,IN,0.0013189386
2021-09-16,JP,3.0622544E-4
2021-09-16,KR,2.2679834E-4
2021-09-16,MX,4.572866E-4
2021-09-16,RU,2.4892043E-4
2021-09-16,TR,5.0194014E-4
2021-09-16,US,5.556665E-4
2021-09-17,BR,4.0856597E-4
2021-09-17,DE,2.4339829E-4
2021-09-17,ID,0.0012664243
2021-09-17,IN,0.0013130067
2021-09-17,JP,3.0327603E-4
2021-09-17,KR,2.29029E-4
2021-09-17,MX,4.560952E-4
2021-09-17,RU,2.4811312E-4
2021-09-17,TR,5.0174753E-4
2021-09-17,US,5.533535E-4
2021-09-18,BR,4.0777595E-4
2021-09-18,DE,2.4292458E-4
2021-09-18,ID,0.0012586848
2021-09-18,IN,0.0013088059
2021-09-18,JP,2.964008E-4
2021-09-18,KR,2.2846991E-4
2021-09-18,MX,4.5532233E-4
2021-09-18,RU,2.475988E-4
2021-09-18,TR,5.001349E-4
2021-09-18,US,5.514286E-4
2021-09-19,BR,4.0739443E-4
2021-09-19,DE,2.4399557E-4
2021-09-19,ID,0.0012531691
2021-09-19,IN,0.0013049258
2021-09-19,JP,2.9484587E-4
2021-09-19,KR,2.2876308E-4
2021-09-19,MX,4.5496007E-4
2021-09-19,RU,2.4756676E-4
2021-09-19,TR,4.990599E-4
2021-09-19,US,5.5005826E-4
2021-09-20,BR,4.068022E-4
2021-09-20,DE,2.436731E-4
2021-09-20,ID,0.0012480661
2021-09-20,IN,0.0013014666
2021-09-20,JP,2.9451997E-4
2021-09-20,KR,2.2856206E-4
2021-09-20,MX,4.542581E-4
2021-09-20,RU,2.4791656E-4
2021-09-20,TR,4.9868546E-4
2021-09-20,US,5.4841145E-4
2021-09-21,BR,4.0577943E-4
2021-09-21,DE,2.4317593E-4
2021-09-21,ID,0.0012434227
2021-09-21,IN,0.0012970329
2021-09-21,JP,2.9382014E-4
2021-09-21,KR,2.2797543E-4
2021-09-21,MX,4.533085E-4
2021-09-21,RU,2.474862E-4
2021-09-21,TR,4.988113E-4
2021-09-21,US,5.461225E-4
2021-09-22,BR,4.0493763E-4
2021-09-22,DE,2.4275837E-4
2021-09-22,ID,0.0012392998
2021-09-22,IN,0.0012919127
2021-09-22,JP,2.8964327E-4
2021-09-22,KR,2.2662482E-4
2021-09-22,MX,4.524421E-4
2021-09-22,RU,2.4721076E-4
2021-09-22,TR,5.0299737E-4
2021-09-22,US,5.4185814E-4
2021-09-23,BR,4.0394347E-4
2021-09-23,DE,2.4214413E-4
2021-09-23,ID,0.0012340051
2021-09-23,IN,0.0012863714
2021-09-23,JP,2.8380431E-4
2021-09-23,KR,2.180219E-4
2021-09-23,MX,4.515132E-4
2021-09-23,RU,2.469982E-4
2021-09-23,TR,5.1026046E-4
2021-09-23,US,5.3591386E-4
2021-09-24,BR,4.0322935E-4
2021-09-24,DE,2.4178697E-4
2021-09-24,ID,0.0012271213
2021-09-24,IN,0.0012818262
2021-09-24,JP,2.8229546E-4
2021-09-24,KR,2.1299755E-4
2021-09-24,MX,4.5060637E-4
2021-09-24,RU,2.4645784E-4
2021-09-24,TR,5.089789E-4
2021-09-24,US,5.3027854E-4
2021-09-25,BR,4.0298636E-4
2021-09-25,DE,2.4161478E-4
2021-09-25,ID,0.001221474
2021-09-25,IN,0.0012776469
2021-09-25,JP,2.822669E-4
2021-09-25,KR,2.1209841E-4
2021-09-25,MX,4.5024278E-4
2021-09-25,RU,2.460589E-4
2021-09-25,TR,5.08392E-4
2021-09-25,US,5.2669115E-4
2021-09-26,BR,4.028811E-4
2021-09-26,DE,2.4151479E-4
2021-09-26,ID,0.0012166525
2021-09-26,IN,0.001273655
2021-09-26,JP,2.8220576E-4
2021-09-26,KR,2.119467E-4
2021-09-26,MX,4.500455E-4
2021-09-26,RU,2.4585347E-4
2021-09-26,TR,5.100218E-4
2021-09-26,US,5.2313076E-4
2021-09-27,BR,4.0213938E-4
2021-09-27,DE,2.4106832E-4
2021-09-27,ID,0.0012113595
2021-09-27,IN,0.0012687772
2021-09-27,JP,2.7926496E-4
2021-09-27,KR,2.1149352E-4
2021-09-27,MX,4.491684E-4
2021-09-27,RU,2.4546043E-4
2021-09-27,TR,5.0854916E-4
2021-09-27,US,5.2035524E-4
2021-09-28,BR,4.011832E-4
2021-09-28,DE,2.4060816E-4
2021-09-28,ID,0.0012058693
2021-09-28,IN,0.001263277
2021-09-28,JP,2.763001E-4
2021-09-28,KR,2.1102434E-4
2021-09-28,MX,4.4796054E-4
2021-09-28,RU,2.4515472E-4
2021-09-28,TR,5.063108E-4
2021-09-28,US,5.171706E-4
2021-09-29,BR,4.002346E-4
2021-09-29,DE,2.4012884E-4
2021-09-29,ID,0.0012006958
2021-09-29,IN,0.0012577316
2021-09-29,JP,2.757203E-4
2021-09-29,KR,2.1041428E-4
2021-09-29,MX,4.452424E-4
2021-09-29,RU,2.4470556E-4
2021-09-29,TR,5.106134E-4
2021-09-29,US,5.1337574E-4
2021-09-30,BR,3.99205E-4
2021-09-30,DE,2.3957605E-4
2021-09-30,ID,0.0011940385
2021-09-30,IN,0.001251778
2021-09-30,JP,2.7484004E-4
2021-09-30,KR,2.1179789E-4
2021-09-30,MX,4.4294095E-4
2021-09-30,RU,2.4404337E-4
2021-09-30,TR,5.089427E-4
2021-09-30,US,5.077607E-4
2021-10-01,BR,3.9828438E-4
2021-10-01,DE,2.3890048E-4
2021-10-01,ID,0.001188592
2021-10-01,IN,0.0012291203
2021-10-01,JP,2.7195708E-4
2021-10-01,KR,2.107309E-4
2021-10-01,MX,4.4059023E-4
2021-10-01,RU,2.4198914E-4
2021-10-01,TR,5.0761004E-4
2021-10-01,US,5.024947E-4
2021-10-02,BR,3.9801898E-4
2021-10-02,DE,2.3863016E-4
2021-10-02,ID,0.0011826676
2021-10-02,IN,0.0012245665
2021-10-02,JP,2.6522638E-4
2021-10-02,KR,2.101193E-4
2021-10-02,MX,4.3953542E-4
2021-10-02,RU,2.4141275E-4
2021-10-02,TR,5.063912E-4
2021-10-02,US,4.9980904E-4
2021-10-03,BR,3.9674E-4
2021-10-03,DE,2.376368E-4
2021-10-03,ID,0.0011774686
2021-10-03,IN,0.0012206036
2021-10-03,JP,2.6314665E-4
2021-10-03,KR,2.0963153E-4
2021-10-03,MX,4.3892523E-4
2021-10-03,RU,2.4074473E-4
2021-10-03,TR,5.037755E-4
2021-10-03,US,4.969569E-4
2021-10-04,BR,3.9476488E-4
2021-10-04,DE,2.3646069E-4
2021-10-04,ID,0.0011698947
2021-10-04,IN,0.0012158802
2021-10-04,JP,2.6160254E-4
2021-10-04,KR,2.0883039E-4
2021-10-04,MX,4.379021E-4
2021-10-04,RU,2.3981644E-4
2021-10-04,TR,4.9999246E-4
2021-10-04,US,4.942968E-4
2021-10-05,BR,3.9332005E-4
2021-10-05,DE,2.3576294E-4
2021-10-05,ID,0.0011630999
2021-10-05,IN,0.0012114034
2021-10-05,JP,2.6040224E-4
2021-10-05,KR,2.0593457E-4
2021-10-05,MX,4.3676203E-4
2021-10-05,RU,2.3882184E-4
2021-10-05,TR,4.9741653E-4
2021-10-05,US,4.9183547E-4
2021-10-06,BR,3.916379E-4
2021-10-06,DE,2.3400103E-4
2021-10-06,ID,0.0011562537
2021-10-06,IN,0.0012083158
2021-10-06,JP,2.584739E-4
2021-10-06,KR,2.0425247E-4
2021-10-06,MX,4.3571822E-4
2021-10-06,RU,2.3761517E-4
2021-10-06,TR,4.9525086E-4
2021-10-06,US,4.887303E-4
2021-10-07,BR,3.902942E-4
2021-10-07,DE,2.3349375E-4
2021-10-07,ID,0.0011508296
2021-10-07,IN,0.0012059829
2021-10-07,JP,1.792656E-4
2021-10-07,KR,2.0332298E-4
2021-10-07,MX,4.3639986E-4
2021-10-07,RU,2.3655061E-4
2021-10-07,TR,4.977322E-4
2021-10-07,US,4.8652553E-4
2021-10-08,BR,3.8939767E-4
2021-10-08,DE,2.3306417E-4
2021-10-08,ID,0.0011460122
2021-10-08,IN,0.0012047548
2021-10-08,JP,1.1715475E-4
2021-10-08,KR,2.0271543E-4
2021-10-08,MX,4.3572614E-4
2021-10-08,RU,2.356359E-4
2021-10-08,TR,4.9972656E-4
2021-10-08,US,4.8470433E-4
2021-10-09,BR,3.8900445E-4
2021-10-09,DE,2.3294038E-4
2021-10-09,ID,0.001141976
2021-10-09,IN,0.001200979
2021-10-09,JP,9.5507305E-5
2021-10-09,KR,2.025389E-4
2021-10-09,MX,4.3553876E-4
2021-10-09,RU,2.3518516E-4
2021-10-09,TR,4.984553E-4
2021-10-09,US,4.8377406E-4
2021-10-10,BR,3.8895276E-4
2021-10-10,DE,2.3285103E-4
2021-10-10,ID,0.0011382386
2021-10-10,IN,0.001201113
2021-10-10,JP,8.183883E-5
2021-10-10,KR,2.0232082E-4
2021-10-10,MX,4.3549913E-4
2021-10-10,RU,2.3481462E-4
2021-10-10,TR,4.972415E-4
2021-10-10,US,4.834727E-4
2021-10-11,BR,3.882847E-4
2021-10-11,DE,2.3260871E-4
2021-10-11,ID,0.0011343233
2021-10-11,IN,0.0012000756
2021-10-11,JP,7.4220814E-5
2021-10-11,KR,2.0200915E-4
2021-10-11,MX,4.3492523E-4
2021-10-11,RU,2.3456354E-4
2021-10-11,TR,4.959884E-4
2021-10-11,US,4.8286092E-4
2021-10-12,BR,3.87194E-4
2021-10-12,DE,2.3216462E-4
2021-10-12,ID,0.0011294741
2021-10-12,IN,0.0011956876
2021-10-12,JP,7.0146496E-5
2021-10-12,KR,2.012917E-4
2021-10-12,MX,4.3383666E-4
2021-10-12,RU,2.3411543E-4
2021-10-12,TR,4.947775E-4
2021-10-12,US,4.8183402E-4
2021-10-13,BR,3.8613038E-4
2021-10-13,DE,2.3163334E-4
2021-10-13,ID,0.0011248575
2021-10-13,IN,0.0011912452
2021-10-13,JP,6.719551E-5
2021-10-13,KR,1.983888E-4
2021-10-13,MX,4.3263906E-4
2021-10-13,RU,2.3343667E-4
2021-10-13,TR,4.9651746E-4
2021-10-13,US,4.8089508E-4
2021-10-14,BR,3.836565E-4
2021-10-14,DE,2.3026823E-4
2021-10-14,ID,0.001119917
2021-10-14,IN,0.0011860235
2021-10-14,JP,5.9681934E-5
2021-10-14,KR,1.968705E-4
2021-10-14,MX,4.30909E-4
2021-10-14,RU,2.3248307E-4
2021-10-14,TR,4.9407384E-4
2021-10-14,US,4.7996693E-4
2021-10-15,BR,3.8206505E-4
2021-10-15,DE,2.2934406E-4
2021-10-15,ID,0.0011146619
2021-10-15,IN,0.0011808226
2021-10-15,JP,5.56112E-5
2021-10-15,KR,1.960273E-4
2021-10-15,MX,4.283403E-4
2021-10-15,RU,2.3191274E-4
2021-10-15,TR,4.9120456E-4
2021-10-15,US,4.7905414E-4
2021-10-16,BR,3.8151478E-4
2021-10-16,DE,2.3315042E-4
2021-10-16,ID,0.0011105057
2021-10-16,IN,0.0011764682
2021-10-16,JP,5.5223554E-5
2021-10-16,KR,1.9561197E-4
2021-10-16,MX,4.2671437E-4
2021-10-16,RU,2.3130806E-4
2021-10-16,TR,4.901371E-4
2021-10-16,US,4.816578E-4
2021-10-17,BR,3.8128637E-4
2021-10-17,DE,2.3238103E-4
2021-10-17,ID,0.0011069223
2021-10-17,IN,0.0011724558
2021-10-17,JP,5.4977296E-5
2021-10-17,KR,1.9541063E-4
2021-10-17,MX,4.2658593E-4
2021-10-17,RU,2.308096E-4
2021-10-17,TR,4.892558E-4
2021-10-17,US,4.8104982E-4
2021-10-18,BR,3.8025365E-4
2021-10-18,DE,2.2952381E-4
2021-10-18,ID,0.0011024124
2021-10-18,IN,0.0011677641
2021-10-18,JP,5.456535E-5
2021-10-18,KR,1.9485307E-4
2021-10-18,MX,4.2507364E-4
2021-10-18,RU,2.3025557E-4
2021-10-18,TR,4.8780235E-4
2021-10-18,US,4.779689E-4
2021-10-19,BR,3.7891706E-4
2021-10-19,DE,2.28269E-4
2021-10-19,ID,0.0010964448
2021-10-19,IN,0.0011616432
2021-10-19,JP,5.4194923E-5
2021-10-19,KR,1.9441203E-4
2021-10-19,MX,4.2322767E-4
2021-10-19,RU,2.305051E-4
2021-10-19,TR,4.8705572E-4
2021-10-19,US,4.7602438E-4
2021-10-20,BR,3.7765445E-4
2021-10-20,DE,2.2756393E-4
2021-10-20,ID,0.0010900418
2021-10-20,IN,0.0011557651
2021-10-20,JP,5.390653E-5
2021-10-20,KR,1.9394084E-4
2021-10-20,MX,4.2133106E-4
2021-10-20,RU,2.301895E-4
2021-10-20,TR,4.883728E-4
2021-10-20,US,4.744792E-4
2021-10-21,BR,3.7670697E-4
2021-10-21,DE,2.2691468E-4
2021-10-21,ID,0.0010842697
2021-10-21,IN,0.0011558274
2021-10-21,JP,5.3651253E-5
2021-10-21,KR,1.9335914E-4
2021-10-21,MX,4.2028594E-4
2021-10-21,RU,2.2973101E-4
2021-10-21,TR,4.898394E-4
2021-10-21,US,4.734313E-4
2021-10-22,BR,3.7590126E-4
2021-10-22,DE,2.2643442E-4
2021-10-22,ID,0.0010781679
2021-10-22,IN,0.0011678281
2021-10-22,JP,5.3469525E-5
2021-10-22,KR,1.9287705E-4
2021-10-22,MX,4.1914792E-4
2021-10-22,RU,2.2945154E-4
2021-10-22,TR,4.8887194E-4
2021-10-22,US,4.7217368E-4
2021-10-23,BR,3.755379E-4
2021-10-23,DE,2.2609669E-4
2021-10-23,ID,0.0010716609
2021-10-23,IN,0.0011609077
2021-10-23,JP,5.3306743E-5
2021-10-23,KR,1.9255461E-4
2021-10-23,MX,4.183638E-4
2021-10-23,RU,2.292473E-4
2021-10-23,TR,4.8804955E-4
2021-10-23,US,4.7078138E-4
2021-10-24,BR,3.741988E-4
2021-10-24,DE,2.2522091E-4
2021-10-24,ID,0.001065941
2021-10-24,IN,0.0011544722
2021-10-24,JP,5.3036467E-5
2021-10-24,KR,1.9222613E-4
2021-10-24,MX,4.173149E-4
2021-10-24,RU,2.290428E-4
2021-10-24,TR,4.8510233E-4
2021-10-24,US,4.6946725E-4
2021-10-25,BR,3.7176805E-4
2021-10-25,DE,2.2401015E-4
2021-10-25,ID,0.0010599144
2021-10-25,IN,0.0011482895
2021-10-25,JP,5.260731E-5
2021-10-25,KR,1.9166691E-4
2021-10-25,MX,4.15606E-4
2021-10-25,RU,2.2856299E-4
2021-10-25,TR,4.8095186E-4
2021-10-25,US,4.6766506E-4
2021-10-26,BR,3.6997034E-4
2021-10-26,DE,2.2326951E-4
2021-10-26,ID,0.001051977
2021-10-26,IN,0.001151636
2021-10-26,JP,5.2256015E-5
2021-10-26,KR,1.9086253E-4
2021-10-26,MX,4.1379707E-4
2021-10-26,RU,2.279902E-4
2021-10-26,TR,4.7812978E-4
2021-10-26,US,4.6587206E-4
2021-10-27,BR,3.6893706E-4
2021-10-27,DE,2.2342845E-4
2021-10-27,ID,0.0010631657
2021-10-27,IN,0.0011468083
2021-10-27,JP,5.210578E-5
2021-10-27,KR,1.8734428E-4
2021-10-27,MX,4.126714E-4
2021-10-27,RU,2.2857534E-4
2021-10-27,TR,4.8335467E-4
2021-10-27,US,4.631976E-4
2021-10-28,BR,3.6812862E-4
2021-10-28,DE,2.2278837E-4
2021-10-28,ID,0.001057788
2021-10-28,IN,0.0011416527
2021-10-28,JP,5.203981E-5
2021-10-28,KR,1.8461201E-4
2021-10-28,MX,4.6298595E-4
2021-10-28,RU,2.2827231E-4
2021-10-28,TR,4.8168423E-4
2021-10-28,US,4.5993095E-4
2021-10-29,BR,3.666667E-4
2021-10-29,DE,2.2135713E-4
2021-10-29,ID,0.0010516344
2021-10-29,IN,0.0011361558
2021-10-29,JP,5.1773513E-5
2021-10-29,KR,1.833364E-4
2021-10-29,MX,4.6632078E-4
2021-10-29,RU,2.2695707E-4
2021-10-29,TR,4.798744E-4
2021-10-29,US,4.5750907E-4
2021-10-30,BR,3.6464774E-4
2021-10-30,DE,2.1888633E-4
2021-10-30,ID,0.001046188
2021-10-30,IN,0.0011305914
2021-10-30,JP,5.1589956E-5
2021-10-30,KR,1.8220356E-4
