Anwendbarkeit,Dienst,Berichtszeitraum,Kategorie illegaler Inhalte,Beschreibung der Unterkategorie „Sonstige“,Anwendungsbereich,Anzahl der Anordnungen der Mitgliedstaaten zum Vorgehen gegen rechtswidrige Inhalte,Anzahl bestimmter Einzelinformationen in der Gesamtzahl der Anordnungen zum Vorgehen gegen rechtswidrige Inhalte,Mediandauer bis zur Unterrichtung der Behörde über den Eingang der Anordnung zum Vorgehen gegen rechtswidrige Inhalte,"Mediandauer, um der Anordnung zum Vorgehen gegen rechtswidrige Inhalte nachzukommen",Anzahl der Anordnungen zur Bereitstellung von Informationen,Mediandauer bis zur Unterrichtung der Behörde über den Eingang der Anordnung zur Bereitstellung von Informationen,"Mediandauer, um der Anordnung zur Bereitstellung von Informationen nachzukommen",Hintergrundinformationen zur Anzahl der Anordnungen der Mitgliedstaaten zum Vorgehen gegen rechtswidrige Inhalte,Hintergrundinformationen zur Anzahl bestimmter Einzelinformationen in der Gesamtzahl der Anordnungen zum Vorgehen gegen rechtswidrige Inhalte,Hintergrundinformationen zur Mediandauer bis zur Unterrichtung der Behörde über den Eingang der Anordnung zum Vorgehen gegen rechtswidrige Inhalte,"Hintergrundinformationen zur Mediandauer, um der Anordnung zum Vorgehen gegen rechtswidrige Inhalte nachzukommen",Hintergrundinformationen zur Anzahl der Anordnungen zur Bereitstellung von Informationen,Hintergrundinformationen zur Mediandauer bis zur Unterrichtung der Behörde über den Eingang der Anordnung zur Bereitstellung von Informationen,"Hintergrundinformationen zur Mediandauer, um der Anordnung zur Bereitstellung von Informationen nachzukommen"
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_OTHER,Text zur Präzisierung des Stichworts „Sonstige“.,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_OTHER,Text zur Präzisierung des Stichworts „Sonstige“.,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_PHISHING,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_OTHER,Text zur Präzisierung des Stichworts „Sonstige“.,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_SELF_MUTILATION,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_SUICIDE,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_OTHER,Text zur Präzisierung des Stichworts „Sonstige“.,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_OTHER,Text zur Präzisierung des Stichworts „Sonstige“.,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_COORDINATED_HARM,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,KEYWORD_OTHER,Text zur Präzisierung des Stichworts „Sonstige“.,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
Alle,GMX & WEB.DE,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,,"AT, […], SE",0,0,0,0,0,0,,,,,,,,
